timestamp_(min),feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
168,48409668,2392447,67757,54488,228575,378077,13615754,4423,32154,14867,68458,3306941,328369,63783,4657298,12125,11565694,2564,2031062,0,3122,4,11846,7760,4733
169,37071982,8026160,82959,72820,148323,361197,7858301,539,7248,17402,40922,4100484,72365,42993,4318245,4847,4713225,2265,3095265,3,2762,7,22394,7292,2077
170,39076712,8175512,82158,73590,101668,339410,8150232,644,4883,9304,48310,2987607,176277,51476,2729936,15332,3261075,1048,3964397,2,608,0,9642,9598,2036
171,25722378,3893398,66488,93862,285572,374199,6510864,1313,5584,9844,27870,3104724,62823,69369,7281227,5050,7998823,3229,3453267,0,3466,0,9040,3294,1549
172,21826780,4906977,53076,47639,94015,322012,6716454,927,7471,22131,64809,3453943,171072,56289,5056069,5206,5569633,1586,4066048,0,630,9,8498,17665,4160
173,51008491,2222551,90078,82054,192966,345404,11806186,6149,14094,12931,32067,5365436,140235,88262,5077724,16336,6452731,1162,4081398,0,1961,38,26491,5641,4668
174,64646056,331164,3601,26217,56115,79168,24212574,369,1958,4690,7603,2759296,7553,64899,1659104,2879,20681911,2280,5159128,0,4059,0,4825,1527,725
175,35903449,1919371,51601,64472,278035,208761,18703085,778,6691,10819,45973,4362617,296915,4156,347302,2613,24687253,29,3012323,0,5,0,16348,16906,8542
176,38247890,7831304,78979,81934,143867,445098,9623651,2042,4109,20673,56406,5676791,372856,87719,6281560,17041,10872950,3307,2802300,0,1729,0,15176,17060,16666
177,40424461,8816161,99440,96110,190112,493403,7546963,4652,25990,14936,52237,6204144,413501,92060,8255838,11720,9124305,1720,6156507,0,849,1,15666,17007,14365
178,29535200,5973162,76652,76147,186967,372271,8718406,601,5517,16423,31907,6743044,400733,83797,5649565,18501,6783530,1282,6767594,0,721,1,9945,21557,13973
179,33799356,6081861,76674,119636,267759,443420,7323704,1954,10873,20735,63833,4555207,311786,81549,8485208,6705,9272006,1904,4718593,0,1950,4,35121,10321,3396
180,28472453,5682724,64397,72390,155743,525556,11274729,2832,5914,27870,71618,4295258,152150,77251,8285562,4063,9095887,3212,4289967,1,2058,30,36890,27496,9801
181,59228670,303078,2453,25536,40432,380394,8450861,2688,9735,7398,28797,2839924,72521,55620,4137738,12530,6796647,2456,3455754,2,1803,0,3449,1150,570
182,59880678,621940,18593,28910,112453,175985,17403558,540,4088,8762,30169,3223069,74860,2970,292362,1944,20808063,2260,3014499,0,925,3,11782,4445,2187
183,37195695,8455192,104433,84499,220501,63934,24883447,81,1903,29666,80415,4756642,170784,12648,589663,4675,21133475,3415,4266702,7,2683,20,25298,14358,4038
184,34316512,7060201,86500,100829,298776,467207,8433450,2692,26642,17315,65387,4659338,162440,102119,8238999,20790,9586567,3368,4973847,4,3311,0,13740,5672,1356
185,38101608,7871941,79183,73877,142180,449083,8574586,1072,4390,14749,43852,4346530,97576,94721,8221543,13559,9370478,1280,4012547,0,519,0,20798,21192,5735
186,35408359,7406239,91786,78305,183657,351985,8998746,695,3481,17252,32706,4351730,64373,80301,6652333,12824,7320364,1697,4064128,0,438,0,14254,1614,806
187,39318091,8411463,79728,48276,79472,468886,6943142,1427,26343,31229,93775,3283167,251585,75216,6251583,10892,7269043,1043,929253,0,1580,35,21838,4521,1418
188,40296153,1628310,22428,58847,147639,358107,8900100,401,3088,3368,10672,2592210,25885,78405,7702384,6894,8418685,2521,2486809,0,1995,0,5137,5203,1720
189,59582882,719500,12534,84188,185351,140105,16227461,1571,8004,8378,29602,3183581,84365,5948,419713,2104,22762572,46,2476268,0,12,0,4831,3536,1769
190,41124782,1762709,38452,55398,149933,63785,25175429,16,791,16675,72375,3809528,165404,9723,390912,4852,20007988,1701,3465893,0,1519,0,16136,10300,4627
191,34187503,7575230,86587,51645,140470,321442,9622591,1095,8679,13918,33391,4514154,75529,83764,5207416,16115,7110631,1238,4197684,5,571,0,13927,12182,2335
192,34038775,7271655,79136,71811,166975,311252,8205766,430,2044,15188,41172,3858902,91717,39861,3630842,5286,4091913,3780,3575736,1,2179,0,14117,6358,1525
193,35774690,7128179,78376,49874,136394,358210,6164852,823,11173,9297,38288,3223018,93051,86694,7209944,12169,8274235,931,1116058,1,441,0,13495,11262,5437
194,29776621,6025134,70280,135503,361553,258343,6921180,544,1565,9211,33120,3536769,70590,66749,5735684,10321,6372176,1120,3279689,0,314,0,8891,1321,798
195,36904876,5141378,72749,76392,200926,378917,7685934,1039,11297,25397,56764,4468917,197758,61545,6177555,7088,6858508,4058,2756159,0,1099,76,14950,8415,5652
196,49092749,1619787,44325,76659,122605,259050,14274892,3267,10085,14163,25914,4506618,88582,58918,2371199,8436,14407117,2542,3316610,0,4106,0,16067,2854,686
197,67230300,2027470,46965,98158,175484,59373,22789704,37,1450,5150,13146,2813237,21330,18386,741006,2197,21792908,254,2498668,0,32,0,10404,3231,1173
198,53298457,769384,14924,37912,67627,426345,20740497,12547,15323,24781,92907,6709034,323516,38387,1683115,4226,22568921,249,3068739,0,2572,0,24311,19256,6943
199,22069427,4608800,80363,52762,295017,697695,9436622,10062,34821,27280,95233,4379119,255659,109195,5963601,23152,9279538,2400,7614730,1,17331,2,25047,23222,5100
200,36194094,6813313,105041,159529,421482,395739,8537564,759,8204,14605,35029,4592422,60214,75528,7372724,9350,8170332,2811,4112621,2,2595,0,14144,3917,1355
201,38512108,7997889,88799,67425,147256,369502,8864820,503,3272,16160,51715,4202883,140166,78961,7189909,10642,7949033,1216,4458847,1,580,0,12914,17020,4764
202,35056863,7360424,76985,56922,111241,393365,8726573,949,8758,13861,35787,4479723,74246,90176,7358901,13307,8460930,1541,3663479,2,1970,0,13873,3659,1228
203,37160820,3811981,79907,87797,176501,215778,4534618,257,3267,15110,37752,4428794,63865,82850,6546116,7003,8732893,3284,5303779,0,6300,0,18441,5714,1132
204,54280048,313286,4117,30359,125349,187580,2428103,2463,10587,19306,44495,5166976,167628,40232,1143850,2761,19939596,234,2958410,0,32,0,4320,3735,1253
205,60595756,568972,21856,31694,140735,224902,19483924,3226,5551,4141,13375,2458131,27876,3167,305945,1934,21815067,1846,3041135,0,879,0,6228,5090,2052
206,34553117,7609598,88560,72482,171303,60396,23512885,34,1476,7691,51084,2466209,199906,67743,4296858,15619,10213314,1091,4012913,1,416,0,8166,18574,5683
207,38026413,7760044,82178,78493,183510,341347,11074090,1401,8144,14484,49056,4348906,97413,87245,6029938,17781,7042035,3319,3566604,1,3579,0,15537,2942,1060
208,39602278,7371904,79266,96008,217573,375570,7991799,677,7627,14026,27224,4728596,57847,77186,8290249,4860,9260502,2265,3581009,1,1079,0,13833,4214,1593
209,31753590,6472461,71183,70871,153177,329698,7834694,888,5275,9623,34192,912449,73021,76292,8574141,4484,9447208,921,3774757,2,392,0,9442,11840,2005
210,22096161,4201909,52579,68078,240558,562797,6141565,4025,31126,12873,52577,3955266,131747,68362,4269918,16383,4905474,1198,4096145,1,412,1,23029,12923,2203
211,55350403,1341640,32582,63482,98488,223363,17406878,4712,7132,20991,43766,5258877,129444,58267,4094934,6787,6908344,4588,4547742,0,7584,0,5814,458,516
212,66191002,341952,3160,25979,55220,42797,21271197,34,234,3961,7383,2463645,15941,18003,735877,1203,24648488,224,2580429,0,33,0,8348,9174,3073
213,34607037,5517026,79385,82100,215764,287145,13090692,935,9030,11447,43904,2281416,178531,9948,365033,5938,20393221,1891,3319733,1,1515,0,15668,11049,6300
214,33524214,6990317,87761,73513,202997,359154,8525411,1286,4739,15302,48177,4197786,100312,89969,5727542,18035,6626932,2160,3154173,1,1044,1,13625,13252,2620
215,35918773,7572763,72564,59793,102746,338247,7842140,857,12360,14218,43865,3540843,127779,70009,7881827,4505,8635635,1745,4036035,2,1272,2,14284,1317,787
216,32778394,5460223,70919,117390,268970,468388,5674063,1776,18418,15032,36868,4223534,76715,64764,4627758,11186,5391561,1685,3602073,1,1330,0,15063,11543,4736
217,27744564,5960421,73901,51096,152314,302477,6728112,846,4886,14080,52092,3538558,139424,65813,5453195,11830,6121242,1662,3902905,2,785,1,9877,11046,1965
218,46639132,1529716,37914,90401,179754,422131,6691980,5714,18835,9270,21328,4231025,59476,62990,4004039,7029,12784807,3072,5002043,0,8040,1,17070,5690,1498
219,62687135,396673,7124,40849,156208,168267,22794144,3207,5137,5298,13475,2682590,21624,2975,342069,1869,24887419,157,2642008,0,424,0,5076,1863,624
220,45558459,4567672,58305,63680,164044,160729,22514025,2542,19579,16225,42678,4009524,112586,46572,3275841,8540,16907810,2833,2888357,0,2261,0,10762,8777,4578
221,35900066,7342660,73237,48448,108875,369960,8178636,898,9009,20496,78991,2982746,191197,70599,7002636,8142,7731272,1917,4170479,2,781,0,11251,4749,1118
222,27722568,5811429,77010,76126,203475,354578,8265716,811,4513,8153,43754,3221316,106749,76933,5676861,16835,6436310,1822,3979320,2,779,0,21276,13969,5822
223,35873310,7834780,73783,49732,95680,392203,8165162,620,7760,14426,38340,4069567,72728,65533,5528749,11325,6260058,1797,4108731,23,1262,0,13059,3579,1005
224,33368366,7300734,73897,72110,140608,364944,5878523,1435,5780,16344,59208,3799593,148611,68745,7265039,5428,7976910,1834,3509456,2,638,0,18891,7050,4075
225,18200158,3487533,73043,67317,220864,294307,6505434,1820,10731,21010,50999,3817250,113103,71580,6003347,12157,6689154,1632,2755785,1,1295,2,13231,13346,1931
226,49237641,1178153,15869,69955,134480,77892,21026959,574,1856,2805,9756,2682088,22514,35098,2620413,8051,12142886,2607,3862544,1,1519,0,7575,4123,1372
227,52694104,4844606,74630,141904,215165,124464,16792990,1190,2612,7671,34359,3025531,115132,53574,3660812,16538,15082878,38,2923771,0,6,0,4142,11962,4273
228,53061437,3611093,58621,66501,98336,237805,14337047,2127,8695,15493,44819,4027116,94264,64981,4185569,15968,17370165,1588,3480546,0,1317,3,16242,5160,2299
229,41438697,6528580,87093,73729,217780,592544,6912191,3530,30167,33224,58056,6183662,94477,73210,3017026,23570,12812602,2270,4261538,0,1440,5,25898,17627,1881
230,28224612,6204004,78148,52912,168792,351098,9179885,727,3691,41821,78781,4169507,198828,92202,7527128,16768,8764185,4821,5936192,0,4178,3,38053,26243,2158
231,36099175,7544415,74560,70569,138586,375890,7788063,885,7330,23144,54342,4806904,104326,78153,8048348,7071,8892122,4090,4042015,1,2167,2,35102,17986,1134
232,36329266,7931950,76645,51812,119585,221970,5671600,449,1537,17827,59032,3884938,130458,76116,8276922,5123,9125082,2245,4413162,0,798,0,20238,11482,7194
233,25653302,738357,20500,97711,283005,449741,4862410,2173,26349,8268,31531,3126199,53252,48877,3157714,12007,12338429,986,4256321,0,492,0,10533,6943,2953
234,58849925,368235,4068,36494,74414,321171,11252567,2636,11618,12224,43451,3154049,123962,2957,310905,1931,22320671,4362,2671915,0,2305,2,9225,4554,2184
235,48830962,1105889,37509,51468,174909,64753,25497247,47,1422,9759,39643,4140575,87070,38910,2217361,10651,14930597,229,2975692,0,43,1,11351,8807,4590
236,41580239,7788851,96354,136755,398304,275953,16477553,688,8280,14109,45611,3861878,93168,80991,7146528,12026,7929107,2656,3458802,0,1457,0,18124,5661,1523
237,38515761,8222148,77324,72165,121888,345395,8733065,702,2911,13736,50574,2732019,116425,83148,8280980,7341,9062921,2028,3960378,0,753,0,19707,12625,3861
238,32340942,6529417,77323,71478,159843,289163,3858225,895,5662,6113,44520,2883391,126708,76107,7060542,12032,7936180,1480,4203977,0,637,0,13685,4104,731
239,24128465,5161236,63563,43376,217645,392645,8242691,860,7827,14563,37087,3388474,108136,68169,6643320,6202,7326195,1522,3721902,0,873,0,10077,4825,1304
240,32373864,6949040,63577,71795,93748,365371,8396567,5103,12633,29938,56942,8725328,232468,63469,4184250,12675,4903636,1566,1987748,4,996,1,25450,11018,2307
241,38020181,3295521,51775,79651,171970,73097,22278721,848,1077,4868,17195,3582820,42838,51594,2429583,8650,12223404,2951,4130230,12,8093,0,8383,5218,6265
242,64858481,330203,3560,25918,56690,63077,22509769,569,2323,11493,38197,3058668,73928,3749,342752,2031,24806538,443,4142733,0,2569,0,3349,2015,509
243,69689674,2447722,60745,119126,193687,701631,15960964,15901,34700,18867,51332,3580977,220107,70304,2900292,4583,23190752,901,5057234,0,5510,37,17419,5299,2510
244,35838342,4342164,105433,94271,232671,220672,1787837,1682,7593,23082,76730,3244763,328978,86015,1807269,22848,4456317,4658,5213977,24,8695,13,15435,13026,6421
245,31688097,6892024,81897,98359,201951,407743,6680421,3080,8043,21091,87566,3130052,327881,80626,2860656,22073,3693944,1608,3233420,0,1510,25,20376,33579,12376
246,26300813,5151699,90974,62278,226026,428289,7441472,3094,9585,19155,58032,2286191,271756,83863,4328649,21681,4896660,2569,3063817,1,2716,10,19465,21052,8861
247,24819498,5183980,82549,85253,221574,362969,2827495,2899,9260,21982,73262,3981118,179525,84400,6620885,12262,7547337,2424,3095304,0,2131,11,30839,15214,8430
248,35195455,3375218,76869,205008,392412,445739,11059507,9420,16673,10325,34141,4147499,65834,44422,2636142,5961,18769833,2718,2682015,0,2714,13,15340,2300,970
249,73816192,375788,3912,30626,60297,82709,25387846,901,1852,20454,43881,4889474,97118,8006,417801,3965,24529023,2725,5002884,3,9706,0,7158,3436,1638
250,51119154,2443938,44155,44258,139086,198086,19081570,1111,6826,5842,14030,2889361,24266,61846,4165431,12421,10888845,269,2915429,0,87,0,5398,22456,10086
251,30267608,6456363,85971,59126,194998,349392,8910050,688,3486,13318,62181,2972791,204117,75558,6506453,11834,7325129,2096,3455792,4,1711,0,16440,2825,2437
252,34426142,7444083,77578,71070,139645,528216,5633041,4554,27160,23212,74507,4350133,149793,77774,8067500,8285,8870223,2015,3959954,0,920,0,14763,10818,4464
253,30998657,6666184,79964,111236,308926,346119,7480743,1293,5411,17171,80948,1771667,359625,73737,3665596,19410,4314109,3629,3991895,0,3619,0,11308,12682,2409
254,23465083,3286647,82100,95715,329999,362674,3427367,2694,13440,19583,44532,4493229,191676,82636,4433553,20530,5181669,2384,2302526,2,2480,10,12596,23519,11629
255,26987732,2424267,127417,47869,164173,378115,7819566,4090,12802,16966,54610,4075342,217321,129519,6502805,16367,8253571,3280,2991557,3,3155,12,17030,8180,3124
256,54257391,1728006,159751,45229,175392,90490,20242063,893,2344,2558,10023,4711718,54989,213097,2273679,2442,19707188,2176,4355655,0,3503,0,10485,5525,1759
257,71315355,398542,7096,29542,63774,171597,24683716,1232,20411,7894,28527,2787469,110177,10247,429509,2248,27319443,654,4155429,0,479,0,6500,4565,2265
258,34954128,6331312,123685,108217,324930,370206,12675706,3636,13881,21509,90006,3550921,369967,91785,4483917,19023,10342801,2475,2917337,0,1123,3,25014,27330,16918
259,27248355,5518571,104641,87993,323137,437437,7225601,2609,10323,16214,49226,4075926,156985,97796,6674652,20021,7611692,3615,3201243,1,4454,2,17467,9184,3009
260,36624236,6910678,84503,123412,261365,391458,7696785,2112,10407,18661,50005,3734466,134231,76631,7392276,8605,8157851,2681,4153147,0,1431,3,11987,4914,3744
261,39969651,8059228,71484,73277,96634,338015,4179524,2287,6075,23758,61418,3524924,257818,73810,6674084,11343,7510230,2106,4587261,0,2333,0,13957,4536,907
262,31794623,7053754,102479,86059,225754,339363,9312295,576,1795,13189,37402,3438202,69378,82607,5511499,11479,6489364,1346,3842397,0,761,8,27404,17129,11502
263,43565449,4727197,97422,118599,211499,378960,11230879,5500,15442,21758,43369,5349643,153346,101027,4695909,7524,16580299,1798,3672140,0,648,0,12468,6888,1553
264,60441785,319511,3307,25762,53879,69612,22231694,198,1712,6006,19331,2776628,48187,3491,357149,1940,26110021,2921,5098700,0,5629,0,4182,510,434
265,54788355,1483301,37316,49102,231877,139840,19797725,707,6955,8905,40146,3567786,118627,48048,3668071,9060,13922532,39,3056506,0,17,0,10866,8052,3581
266,37387977,7775938,81138,78697,142370,438183,8079453,1635,21216,15403,52199,3621900,127995,73423,6868425,10440,7594705,1804,2520262,0,1246,0,20942,16667,3845
267,33380526,7112192,80715,71152,157272,322909,7822426,1328,4786,10514,38084,4152583,76832,79835,6532211,11842,7456877,1412,4139938,0,732,2,17081,8684,3024
268,38795079,7030783,87338,134972,291551,388609,7420674,1752,8931,19325,61899,3514193,184071,67417,5911868,9278,6842439,1962,3971267,0,762,0,14948,1942,1005
269,37145442,7684838,82973,74256,147202,338406,8012559,573,4357,10044,31141,2723864,76548,70498,5680195,11629,6234860,3599,3122268,0,2686,0,18727,12090,5565
270,22676474,4807972,70998,48757,171461,327182,8679809,576,2229,15392,43747,3574322,80075,77064,6605694,13510,7532285,1516,4157426,0,599,0,10381,5012,1325
271,48116159,2323108,24580,64609,122956,375725,7851965,2563,13505,4139,12121,2730380,24134,36107,3434332,4707,17120288,2476,3389552,0,1300,0,4111,2079,622
272,63396517,320332,3235,24656,52956,53100,18879021,35,1251,5485,31788,2613827,107160,3324,314536,2249,22383144,290,2683335,0,102,0,14913,8756,4256
273,18906572,328747,18032,29242,192762,120285,20341331,386,5940,14709,44872,4015917,104275,60632,4678108,12239,12990912,439,1017894,0,237,0,12479,5950,1731
274,34105052,7415948,84834,76634,178396,433389,7470387,1888,24456,22354,84058,4374494,172004,83935,6952289,12971,7704518,4431,3190195,1,1448,0,13330,10288,2178
275,31706046,6836994,82397,50880,127970,491481,8610144,1687,7391,14388,35296,4126262,66019,60242,6538007,4711,7239795,1592,4311633,0,857,0,16022,8759,4181
276,29927706,6258071,64369,48394,111691,352533,7709448,805,7468,15902,56662,3882064,164522,72383,5486134,11857,6315886,1796,3465013,0,825,0,12790,2340,1417
277,28910919,6120071,74571,72981,169033,319333,6472505,728,6034,15292,42599,4295153,91180,75767,6079189,12455,6824441,1377,3110819,0,802,0,10989,11415,2168
278,46730403,2542587,32379,119895,258814,265910,7178829,1924,11924,6179,11272,2810223,14809,53501,4766834,8099,10161467,1038,4311349,0,541,0,15078,4983,1204
279,55326213,306977,3639,21994,49479,45081,23497367,7,178,9683,30945,2899212,52301,1695,300045,616,24077636,2426,2958817,0,1120,0,8762,4436,1361
280,43104906,2350008,46694,33427,136092,246151,19212088,767,24087,36109,79948,4959834,219028,37212,1580364,13754,16347694,487,2679878,0,499,0,12345,13470,6086
281,32017199,6334219,73164,88913,265421,375233,7113998,1572,8556,23950,71959,4885198,265389,79511,8118949,6901,8993137,2490,3381399,0,1461,2,13760,7591,2313
282,32201635,6950634,81200,54343,166394,345555,8301830,648,4646,17334,41330,4306916,237953,90660,7250155,16621,8088676,1411,4160262,0,1041,0,14607,10985,2197
283,25608091,5358577,58429,47954,97193,384110,6509217,1376,5056,3076,28010,827398,169804,74962,7825189,5613,8629605,3955,3513399,0,1996,0,11230,4270,1212
284,14934012,2976509,34970,40369,84172,182048,2936713,631,6393,10442,33457,3123634,295573,63705,6035620,6841,6616643,2138,4026291,0,673,1,18632,6444,2436
285,31142354,6720564,79900,75979,174962,287574,7738501,5507,9117,30560,56232,8138081,248888,85211,5884372,16291,6879202,1518,3947333,0,956,2,23520,8575,5751
286,45498325,2391612,38733,64759,164398,600494,15499432,15555,25001,4146,12098,2802839,24962,78869,3903425,10487,10547883,2603,3662068,0,4378,0,6736,1932,911
287,68710416,762517,13562,87275,184431,63540,25675993,63,1441,6705,27886,2265086,155613,20022,893173,2111,24733025,2261,2571173,0,415,0,7543,10047,5494
288,69972889,3045430,80835,160542,246353,250352,17697510,1688,10314,6212,23750,554308,151965,28774,1263959,5059,23486659,916,6177805,0,9415,0,31449,26514,7385
